Country_Code,Country_Name,Region,Income_Group,GDP_per_capita,Life_Expectancy,Child_Mortality,Access_Electricity,Health_Expenditure_Pct,Inflation_Rate,Trade_Pct_GDP,Internet_Usage_Pct,Log_GDP_per_capita,Income_Group_Code,Cluster
ASM,American Samoa,East Asia & Pacific,High income,12886.135951721802,72.751,20.0,99.55,4.99218798,1.7143709576340114,156.56877897990725,63.6493903087575,4.110156410094367,3,0
CAN,Canada,North America,High income,46352.969520892686,82.15853658536587,5.2,100.0,11.04823494,1.949269024115927,66.17134227306049,91.91290283,4.666086930868921,3,2
OMN,Oman,Middle East & North Africa,High income,19180.186415280143,79.946,10.8,100.0,3.80648994,0.4908153628206712,86.47820103132365,90.25939941,4.282875466112751,3,2
VNM,Viet Nam,East Asia & Pacific,Upper middle income,3440.9002537543365,74.211,20.0,99.4,4.97407484,2.795823674522436,164.70421503140798,68.6615802057338,3.5367982803228104,2,0
CYM,Cayman Islands,Latin America & Caribbean,High income,88254.29036770435,79.052,15.0,100.0,6.88792992,2.25212191358027,114.83853969517126,66.48885468623226,4.945740748152064,3,2
BLR,Belarus,Europe & Central Asia,Upper middle income,6837.773396456351,74.2268292682927,3.1,100.0,5.86133814,5.598155950398481,130.8504061021835,82.7891520910901,3.8349782135737924,2,0
SMR,San Marino,Europe & Central Asia,High income,46626.99985715676,85.257,1.5,100.0,8.14801598,0.4726519673528523,307.2647705468583,67.85070038,4.668646786468211,3,2
PAN,Panama,Latin America & Caribbean,High income,16477.90662856873,78.514,15.9,93.9,8.13541794,-0.3550838210212455,80.42865056495685,63.6284147731451,4.216928392984164,3,0
CIV,Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2141.7683617011467,60.274,75.3,68.6,3.18916845,0.7908555120536607,44.66041058307946,36.2889545655205,3.3309752253244698,1,1
AGO,Angola,Sub-Saharan Africa,Lower middle income,2507.8680721364217,63.051,55.3,45.6,2.20394278,17.08095414343803,60.37130687396027,32.12939835,3.3994778247065724,1,1
GRC,Greece,Europe & Central Asia,High income,19335.360200296866,81.63902439024392,4.1,100.0,8.11709499,0.2530075220381571,80.59009495104566,75.6712066931757,4.286374727570481,3,2
JPN,Japan,East Asia & Pacific,High income,41424.86556015434,84.35634146341464,2.5,100.0,10.96998405,0.4687761593839499,34.35829727999888,92.7303978145525,4.6172715914202005,3,2
PRT,Portugal,Europe & Central Asia,High income,23343.36289700344,81.67560975609757,3.5,100.0,9.50868607,0.3381784100461243,86.77098890835859,75.3463779408712,4.368182025874817,3,2
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,6122.375413523533,77.394,6.7,100.0,8.92544365,0.56278215406123,94.516125154246,69.9463476317266,3.786990886093213,2,2
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,6533.711210328561,66.071,34.3,85.0,8.24652863,4.102850754611558,53.8979964081406,69.69689941,3.815226399486258,2,0
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,539.9548162116943,57.249,118.4,49.2,2.40617251,2.867588034468999,70.29805914972273,2.731400013,2.7331609917434863,0,1
TCD,Chad,Sub-Saharan Africa,Low income,893.3364416433249,52.993,114.0,8.4,3.38471627,-0.971939175419401,46.67772471527682,7.618199825,2.951500927366587,0,1
